Month Landed,Port of Landing,Port NUTS 2 area,Port Nationality,Vessel Nationality,Length Group,Species,Species Group,Sum of Live weight (tonnes),Sum of Landed weight (tonnes),Sum of Value(£)
10,Southampton,Hampshire and Isle of Wight,England,UK,10m&Under,Pollack (Lythe),Demersal,0.00,0.00,0.01
10,Southampton,Hampshire and Isle of Wight,England,UK,10m&Under,Skates and Rays,Demersal,0.41,0.20,0.55
10,Southampton,Hampshire and Isle of Wight,England,UK,10m&Under,Sole,Demersal,1.87,1.80,25.75
10,Southampton,Hampshire and Isle of Wight,England,UK,10m&Under,Squid,Shellfish,0.00,0.00,0.02
10,Southampton,Hampshire and Isle of Wight,England,UK,10m&Under,Turbot,Demersal,0.01,0.01,0.21
10,Southampton,Hampshire and Isle of Wight,England,UK,10m&Under,Whiting,Demersal,0.01,0.01,0.01
10,Southampton,Hampshire and Isle of Wight,England,UK,Over10m,Brill,Demersal,0.00,0.00,0.01
10,Southampton,Hampshire and Isle of Wight,England,UK,Over10m,Cod,Demersal,0.01,0.01,0.04
10,Southampton,Hampshire and Isle of Wight,England,UK,Over10m,Gurnard,Demersal,0.02,0.02,0.01
10,Southampton,Hampshire and Isle of Wight,England,UK,Over10m,Mullet,Demersal,0.04,0.04,0.15
10,Southampton,Hampshire and Isle of Wight,England,UK,Over10m,Plaice,Demersal,0.19,0.18,0.50
10,Southampton,Hampshire and Isle of Wight,England,UK,Over10m,Pollack (Lythe),Demersal,0.00,0.00,0.01
10,Southampton,Hampshire and Isle of Wight,England,UK,Over10m,Skates and Rays,Demersal,0.21,0.10,0.26
10,Southampton,Hampshire and Isle of Wight,England,UK,Over10m,Sole,Demersal,0.22,0.21,2.95
10,Southampton,Hampshire and Isle of Wight,England,UK,Over10m,Squid,Shellfish,0.00,0.00,0.01
10,Southend-On-Sea,Essex,England,UK,10m&Under,Bass,Demersal,0.00,0.00,0.03
10,Southend-On-Sea,Essex,England,UK,10m&Under,Other Demersal,Demersal,0.01,0.01,0.02
10,Southend-On-Sea,Essex,England,UK,10m&Under,Skates and Rays,Demersal,0.00,0.00,0.00
10,Southend-On-Sea,Essex,England,UK,10m&Under,Sole,Demersal,0.04,0.04,0.36
10,Southwold,East Anglia,England,UK,10m&Under,Bass,Demersal,0.53,0.53,5.26
10,Southwold,East Anglia,England,UK,10m&Under,Brill,Demersal,0.00,0.00,0.02
10,Southwold,East Anglia,England,UK,10m&Under,Cod,Demersal,0.00,0.00,0.00
10,Southwold,East Anglia,England,UK,10m&Under,Dogfish,Demersal,0.04,0.04,0.02
10,Southwold,East Anglia,England,UK,10m&Under,Other Demersal,Demersal,0.25,0.25,0.14
10,Southwold,East Anglia,England,UK,10m&Under,Plaice,Demersal,0.00,0.00,0.00
10,Southwold,East Anglia,England,UK,10m&Under,Skates and Rays,Demersal,0.04,0.04,0.09
10,Southwold,East Anglia,England,UK,10m&Under,Sole,Demersal,0.25,0.24,2.32
10,Southwold,East Anglia,England,UK,10m&Under,Whelks,Shellfish,10.95,10.95,14.24
10,Southwold,East Anglia,England,UK,10m&Under,Whiting,Demersal,0.00,0.00,0.00
10,Southwold,East Anglia,England,UK,Over10m,Whelks,Shellfish,14.40,14.40,18.72
10,St Abbs,Eastern Scotland,Scotland,UK,10m&Under,Crabs,Shellfish,4.37,4.37,0.14
10,St Abbs,Eastern Scotland,Scotland,UK,10m&Under,Lobsters,Shellfish,1.82,1.82,1.72
10,St Agnes,Cornwall and Isles of Scilly,England,UK,10m&Under,Bass,Demersal,0.03,0.03,0.32
10,St Agnes,Cornwall and Isles of Scilly,England,UK,10m&Under,Other Shellfish,Shellfish,0.11,0.11,0.39
10,St Andrews,Eastern Scotland,Scotland,UK,10m&Under,Lobsters,Shellfish,0.98,0.98,0.00
10,St Ives,Cornwall and Isles of Scilly,England,UK,10m&Under,Crabs,Shellfish,2.50,2.50,6.24
10,St Ives,Cornwall and Isles of Scilly,England,UK,10m&Under,Lobsters,Shellfish,0.56,0.56,8.71
10,St Ives,Cornwall and Isles of Scilly,England,UK,10m&Under,Mackerel,Pelagic,8.56,8.56,9.76
10,St Ives,Cornwall and Isles of Scilly,England,UK,10m&Under,Other Shellfish,Shellfish,0.02,0.02,0.41
10,St Ives,Cornwall and Isles of Scilly,England,UK,10m&Under,Sand Eels,Demersal,0.07,0.07,0.05
10,St Mawes,Cornwall and Isles of Scilly,England,UK,10m&Under,Crabs,Shellfish,1.00,1.00,2.69
10,St Mawes,Cornwall and Isles of Scilly,England,UK,10m&Under,Lobsters,Shellfish,0.04,0.04,0.57
10,St Mawes,Cornwall and Isles of Scilly,England,UK,10m&Under,Other Shellfish,Shellfish,0.03,0.03,0.49
10,St Mawes,Cornwall and Isles of Scilly,England,UK,Over10m,Bass,Demersal,0.00,0.00,0.03
10,St Mawes,Cornwall and Isles of Scilly,England,UK,Over10m,Bream,Demersal,0.01,0.01,0.04
10,St Mawes,Cornwall and Isles of Scilly,England,UK,Over10m,Brill,Demersal,0.00,0.00,0.01
10,St Mawes,Cornwall and Isles of Scilly,England,UK,Over10m,Cuttlefish,Shellfish,0.24,0.24,0.60
10,St Mawes,Cornwall and Isles of Scilly,England,UK,Over10m,Gurnard,Demersal,0.05,0.05,0.06
10,St Mawes,Cornwall and Isles of Scilly,England,UK,Over10m,Haddock,Demersal,0.05,0.04,0.12
10,St Mawes,Cornwall and Isles of Scilly,England,UK,Over10m,Hake,Demersal,0.00,0.00,0.01
10,St Mawes,Cornwall and Isles of Scilly,England,UK,Over10m,Lemon Sole,Demersal,0.05,0.05,0.26
10,St Mawes,Cornwall and Isles of Scilly,England,UK,Over10m,Megrim,Demersal,0.03,0.03,0.06
10,St Mawes,Cornwall and Isles of Scilly,England,UK,Over10m,Monks or Anglers,Demersal,0.56,0.19,1.58
10,St Mawes,Cornwall and Isles of Scilly,England,UK,Over10m,Other Demersal,Demersal,0.07,0.07,0.51
10,St Mawes,Cornwall and Isles of Scilly,England,UK,Over10m,Plaice,Demersal,0.03,0.03,0.09
10,St Mawes,Cornwall and Isles of Scilly,England,UK,Over10m,Skates and Rays,Demersal,0.11,0.10,0.11
10,St Mawes,Cornwall and Isles of Scilly,England,UK,Over10m,Sole,Demersal,0.06,0.06,0.88
10,St Mawes,Cornwall and Isles of Scilly,England,UK,Over10m,Squid,Shellfish,0.06,0.06,0.48
10,St Mawes,Cornwall and Isles of Scilly,England,UK,Over10m,Turbot,Demersal,0.01,0.01,0.07
10,St Mawes,Cornwall and Isles of Scilly,England,UK,Over10m,Whiting,Demersal,1.52,1.29,2.12
10,St Monance,Eastern Scotland,Scotland,UK,10m&Under,Crabs,Shellfish,1.87,1.87,0.00
10,St Monance,Eastern Scotland,Scotland,UK,10m&Under,Lobsters,Shellfish,0.29,0.29,0.00
10,Stackpole Quay,West Wales and the Valleys,Wales,UK,10m&Under,Crabs,Shellfish,0.27,0.27,0.62
10,Stackpole Quay,West Wales and the Valleys,Wales,UK,10m&Under,Lobsters,Shellfish,0.12,0.12,1.82
10,Staithes,Tees Valley and Durham,England,UK,10m&Under,Crabs,Shellfish,1.71,1.71,3.88
10,Staithes,Tees Valley and Durham,England,UK,10m&Under,Lobsters,Shellfish,1.97,1.97,35.63
10,Stockinish,Highlands and Islands,Scotland,UK,10m&Under,Crabs,Shellfish,2.31,2.31,0.00
10,Stockinish,Highlands and Islands,Scotland,UK,10m&Under,Lobsters,Shellfish,0.01,0.01,0.00
10,Stockinish,Highlands and Islands,Scotland,UK,10m&Under,Nephrops,Shellfish,0.58,0.58,0.00
10,Stockinish,Highlands and Islands,Scotland,UK,Over10m,Crabs,Shellfish,0.25,0.25,0.00
10,Stockinish,Highlands and Islands,Scotland,UK,Over10m,Lobsters,Shellfish,0.25,0.25,0.00
10,Stockinish,Highlands and Islands,Scotland,UK,Over10m,Nephrops,Shellfish,3.53,2.89,23.41
10,Stonehaven,North Eastern Scotland,Scotland,UK,10m&Under,Crabs,Shellfish,0.55,0.55,0.49
10,Stonehaven,North Eastern Scotland,Scotland,UK,10m&Under,Lobsters,Shellfish,0.40,0.40,1.32
10,Stonehaven,North Eastern Scotland,Scotland,UK,Over10m,Crabs,Shellfish,4.39,4.39,3.12
10,Stonehaven,North Eastern Scotland,Scotland,UK,Over10m,Lobsters,Shellfish,0.34,0.34,1.58
10,Stornoway,Highlands and Islands,Scotland,UK,10m&Under,Crabs,Shellfish,6.85,6.85,0.49
10,Stornoway,Highlands and Islands,Scotland,UK,10m&Under,Lobsters,Shellfish,0.23,0.23,0.34
10,Stornoway,Highlands and Islands,Scotland,UK,10m&Under,Whelks,Shellfish,0.21,0.21,0.26
10,Stornoway,Highlands and Islands,Scotland,UK,Over10m,Nephrops,Shellfish,6.65,4.02,12.13
10,Stornoway,Highlands and Islands,Scotland,UK,Over10m,Scallops,Shellfish,27.40,27.40,39.61
10,Strangford,Northern Ireland,Northern Ireland,UK,10m&Under,Crabs,Shellfish,0.62,0.62,1.41
10,Strangford,Northern Ireland,Northern Ireland,UK,10m&Under,Lobsters,Shellfish,0.04,0.04,0.48
10,Stranraer,South Western Scotland,Scotland,UK,10m&Under,Crabs,Shellfish,2.24,2.24,0.00
10,Stranraer,South Western Scotland,Scotland,UK,10m&Under,Lobsters,Shellfish,0.54,0.54,0.00
10,Stranraer,South Western Scotland,Scotland,UK,Over10m,Scallops,Shellfish,2.92,2.92,9.05
10,Strathaird,Highlands and Islands,Scotland,UK,10m&Under,Crabs,Shellfish,0.49,0.49,0.00
10,Strathaird,Highlands and Islands,Scotland,UK,10m&Under,Lobsters,Shellfish,0.23,0.23,0.00
10,Strathaird,Highlands and Islands,Scotland,UK,10m&Under,Other Demersal,Demersal,0.06,0.06,9.89
10,Stromness,Highlands and Islands,Scotland,UK,10m&Under,Crabs,Shellfish,3.20,3.20,0.00
10,Stromness,Highlands and Islands,Scotland,UK,10m&Under,Lobsters,Shellfish,0.17,0.17,0.00
10,Stromness,Highlands and Islands,Scotland,UK,10m&Under,Saithe,Demersal,0.06,0.06,0.00
10,Stromness,Highlands and Islands,Scotland,UK,10m&Under,Scallops,Shellfish,3.22,3.22,9.93
10,Stromness,Highlands and Islands,Scotland,UK,10m&Under,Whelks,Shellfish,0.22,0.22,0.00
10,Stromness,Highlands and Islands,Scotland,UK,Over10m,Crabs,Shellfish,127.57,127.57,137.26
10,Stromness,Highlands and Islands,Scotland,UK,Over10m,Haddock,Demersal,0.06,0.06,0.00
10,Stromness,Highlands and Islands,Scotland,UK,Over10m,Lobsters,Shellfish,0.75,0.75,1.13
10,Stromness,Highlands and Islands,Scotland,UK,Over10m,Other Demersal,Demersal,0.13,0.13,11.20
10,Stromness,Highlands and Islands,Scotland,UK,Over10m,Pollack (Lythe),Demersal,0.07,0.07,0.00
10,Stromness,Highlands and Islands,Scotland,UK,Over10m,Saithe,Demersal,0.05,0.05,0.00
10,Stronsay,Highlands and Islands,Scotland,UK,10m&Under,Crabs,Shellfish,2.38,2.38,0.00
10,Stronsay,Highlands and Islands,Scotland,UK,10m&Under,Lobsters,Shellfish,0.33,0.33,0.00
10,Stronsay,Highlands and Islands,Scotland,UK,10m&Under,Scallops,Shellfish,0.02,0.02,0.00
10,Stronsay,Highlands and Islands,Scotland,UK,Over10m,Crabs,Shellfish,4.64,4.64,0.00
10,Stronsay,Highlands and Islands,Scotland,UK,Over10m,Lobsters,Shellfish,0.84,0.84,0.00
10,Sullom,Highlands and Islands,Scotland,UK,Over10m,Scallops,Shellfish,6.57,6.57,8.73
10,Sunderland,Northumberland and Tyne and Wear,England,UK,10m&Under,Brill,Demersal,0.00,0.00,0.00
10,Sunderland,Northumberland and Tyne and Wear,England,UK,10m&Under,Cod,Demersal,0.36,0.32,0.58
10,Sunderland,Northumberland and Tyne and Wear,England,UK,10m&Under,Crabs,Shellfish,0.45,0.45,0.83
10,Sunderland,Northumberland and Tyne and Wear,England,UK,10m&Under,Haddock,Demersal,0.01,0.01,0.01
10,Sunderland,Northumberland and Tyne and Wear,England,UK,10m&Under,Hake,Demersal,0.00,0.00,0.00
10,Sunderland,Northumberland and Tyne and Wear,England,UK,10m&Under,Lobsters,Shellfish,0.52,0.52,7.66
10,Sunderland,Northumberland and Tyne and Wear,England,UK,10m&Under,Mackerel,Pelagic,0.00,0.00,0.00
10,Sunderland,Northumberland and Tyne and Wear,England,UK,10m&Under,Monks or Anglers,Demersal,0.05,0.04,0.08
10,Sunderland,Northumberland and Tyne and Wear,England,UK,10m&Under,Nephrops,Shellfish,0.75,0.75,2.71
10,Sunderland,Northumberland and Tyne and Wear,England,UK,10m&Under,Plaice,Demersal,0.07,0.07,0.07
10,Sunderland,Northumberland and Tyne and Wear,England,UK,10m&Under,Pollack (Lythe),Demersal,0.00,0.00,0.00
10,Sunderland,Northumberland and Tyne and Wear,England,UK,10m&Under,Skates and Rays,Demersal,0.03,0.03,0.02
10,Sunderland,Northumberland and Tyne and Wear,England,UK,10m&Under,Sole,Demersal,0.04,0.04,0.14
10,Sunderland,Northumberland and Tyne and Wear,England,UK,10m&Under,Squid,Shellfish,0.04,0.04,0.14
10,Sunderland,Northumberland and Tyne and Wear,England,UK,10m&Under,Turbot,Demersal,0.03,0.03,0.16
10,Sunderland,Northumberland and Tyne and Wear,England,UK,10m&Under,Whiting,Demersal,1.07,1.07,0.44
10,Sunderland,Northumberland and Tyne and Wear,England,UK,Over10m,Crabs,Shellfish,1.00,1.00,1.80
10,Sunderland,Northumberland and Tyne and Wear,England,UK,Over10m,Lobsters,Shellfish,0.16,0.16,2.49
10,Swanage,Dorset and Somerset,England,UK,10m&Under,Crabs,Shellfish,1.59,1.59,4.02
10,Swanage,Dorset and Somerset,England,UK,10m&Under,Lobsters,Shellfish,0.10,0.10,1.66
10,Swanage,Dorset and Somerset,England,UK,10m&Under,Mullet,Demersal,0.03,0.03,0.07
10,Swanage,Dorset and Somerset,England,UK,10m&Under,Other Demersal,Demersal,0.08,0.08,0.08
10,Swanage,Dorset and Somerset,England,UK,10m&Under,Skates and Rays,Demersal,0.03,0.01,0.04
10,Swanage,Dorset and Somerset,England,UK,10m&Under,Sole,Demersal,0.01,0.01,0.13
10,Swanage,Dorset and Somerset,England,UK,10m&Under,Turbot,Demersal,0.01,0.01,0.07
10,Swansea,West Wales and the Valleys,Wales,UK,10m&Under,Bass,Demersal,2.05,2.05,16.72
10,Swansea,West Wales and the Valleys,Wales,UK,10m&Under,Bream,Demersal,0.00,0.00,0.02
10,Swansea,West Wales and the Valleys,Wales,UK,10m&Under,Brill,Demersal,0.00,0.00,0.01
10,Swansea,West Wales and the Valleys,Wales,UK,10m&Under,Dogfish,Demersal,6.39,6.39,2.24
10,Swansea,West Wales and the Valleys,Wales,UK,10m&Under,Gurnard,Demersal,0.02,0.02,0.02
10,Swansea,West Wales and the Valleys,Wales,UK,10m&Under,Herring,Pelagic,0.00,0.00,0.00
10,Swansea,West Wales and the Valleys,Wales,UK,10m&Under,Mullet,Demersal,0.08,0.08,0.25
10,Swansea,West Wales and the Valleys,Wales,UK,10m&Under,Other Demersal,Demersal,0.21,0.20,0.17
10,Swansea,West Wales and the Valleys,Wales,UK,10m&Under,Plaice,Demersal,0.28,0.27,0.63
10,Swansea,West Wales and the Valleys,Wales,UK,10m&Under,Pollack (Lythe),Demersal,0.00,0.00,0.01
10,Swansea,West Wales and the Valleys,Wales,UK,10m&Under,Skates and Rays,Demersal,2.58,1.24,3.61
10,Swansea,West Wales and the Valleys,Wales,UK,10m&Under,Sole,Demersal,1.18,1.14,13.97
10,Swansea,West Wales and the Valleys,Wales,UK,10m&Under,Turbot,Demersal,0.02,0.01,0.12
10,Swansea,West Wales and the Valleys,Wales,UK,10m&Under,Whelks,Shellfish,1.23,1.23,0.43
10,Swansea,West Wales and the Valleys,Wales,UK,10m&Under,Whiting,Demersal,0.00,0.00,0.00
10,Swansea,West Wales and the Valleys,Wales,UK,Over10m,Dogfish,Demersal,1.47,1.47,0.52
10,Swansea,West Wales and the Valleys,Wales,UK,Over10m,Skates and Rays,Demersal,2.69,1.40,3.55
10,Swansea,West Wales and the Valleys,Wales,UK,Over10m,Sole,Demersal,0.29,0.28,2.35
10,Symbister,Highlands and Islands,Scotland,UK,10m&Under,Crabs,Shellfish,0.50,0.50,0.19
10,Symbister,Highlands and Islands,Scotland,UK,10m&Under,Lobsters,Shellfish,0.18,0.18,0.12
10,Symbister,Highlands and Islands,Scotland,UK,Over10m,Scallops,Shellfish,12.58,12.58,26.72
10,Talmine,Highlands and Islands,Scotland,UK,10m&Under,Crabs,Shellfish,0.53,0.53,1.38
10,Talmine,Highlands and Islands,Scotland,UK,10m&Under,Lobsters,Shellfish,0.05,0.05,0.89
10,Tarbert,Highlands and Islands,Scotland,UK,10m&Under,Crabs,Shellfish,8.98,8.98,4.51
10,Tarbert,Highlands and Islands,Scotland,UK,10m&Under,Lobsters,Shellfish,0.14,0.14,0.18
10,Tarbert,Highlands and Islands,Scotland,UK,10m&Under,Nephrops,Shellfish,4.85,4.29,5.03
10,Tarbert,Highlands and Islands,Scotland,UK,10m&Under,Scallops,Shellfish,1.11,1.11,0.00
10,Tarbert,Highlands and Islands,Scotland,UK,Over10m,Nephrops,Shellfish,29.47,18.75,64.40
10,Tarbert,Highlands and Islands,Scotland,UK,Over10m,Scallops,Shellfish,3.18,3.18,1.58
10,Tayinloan,Highlands and Islands,Scotland,UK,10m&Under,Crabs,Shellfish,38.52,38.52,0.00
10,Tayinloan,Highlands and Islands,Scotland,UK,10m&Under,Lobsters,Shellfish,0.08,0.08,0.00
10,Tayinloan,Highlands and Islands,Scotland,UK,10m&Under,Nephrops,Shellfish,0.34,0.34,0.00
10,Tayinloan,Highlands and Islands,Scotland,UK,10m&Under,Scallops,Shellfish,0.38,0.38,0.00
10,Tayinloan,Highlands and Islands,Scotland,UK,Over10m,Nephrops,Shellfish,4.42,1.84,5.30
10,Tayinloan,Highlands and Islands,Scotland,UK,Over10m,Other Shellfish,Shellfish,2.70,2.70,0.00
10,Tayinloan,Highlands and Islands,Scotland,UK,Over10m,Scallops,Shellfish,0.37,0.37,0.84
10,Tayvallich,Highlands and Islands,Scotland,UK,10m&Under,Crabs,Shellfish,4.76,4.76,12.15
10,Tayvallich,Highlands and Islands,Scotland,UK,10m&Under,Lobsters,Shellfish,0.06,0.06,0.03
10,Tayvallich,Highlands and Islands,Scotland,UK,10m&Under,Nephrops,Shellfish,3.10,3.10,0.09
10,Tayvallich,Highlands and Islands,Scotland,UK,10m&Under,Scallops,Shellfish,1.19,1.19,0.00
10,Tayvallich,Highlands and Islands,Scotland,UK,Over10m,Nephrops,Shellfish,2.01,2.01,0.00
10,Teignmouth,Devon,England,UK,10m&Under,Bass,Demersal,0.08,0.08,0.89
10,Teignmouth,Devon,England,UK,10m&Under,Cod,Demersal,0.00,0.00,0.00
10,Teignmouth,Devon,England,UK,10m&Under,Crabs,Shellfish,0.01,0.01,0.01
10,Teignmouth,Devon,England,UK,10m&Under,Dogfish,Demersal,0.29,0.29,0.07
10,Teignmouth,Devon,England,UK,10m&Under,Gurnard,Demersal,0.00,0.00,0.00
10,Teignmouth,Devon,England,UK,10m&Under,Lobsters,Shellfish,0.03,0.03,0.55
10,Teignmouth,Devon,England,UK,10m&Under,Mackerel,Pelagic,0.08,0.08,0.07
10,Teignmouth,Devon,England,UK,10m&Under,Other Demersal,Demersal,0.14,0.12,0.06
10,Teignmouth,Devon,England,UK,10m&Under,Plaice,Demersal,0.53,0.50,1.40
10,Teignmouth,Devon,England,UK,10m&Under,Pollack (Lythe),Demersal,0.00,0.00,0.00
10,Teignmouth,Devon,England,UK,10m&Under,Skates and Rays,Demersal,0.49,0.26,0.85
10,Teignmouth,Devon,England,UK,10m&Under,Sole,Demersal,0.55,0.53,8.55
10,Teignmouth,Devon,England,UK,10m&Under,Turbot,Demersal,0.02,0.02,0.34
10,Teignmouth,Devon,England,UK,10m&Under,Whiting,Demersal,0.05,0.04,0.04
10,Teignmouth,Devon,England,UK,Over10m,Crabs,Shellfish,3.01,3.01,9.66
10,Teignmouth,Devon,England,UK,Over10m,Lobsters,Shellfish,0.26,0.26,3.95
10,Teignmouth,Devon,England,UK,Over10m,Mackerel,Pelagic,0.17,0.17,0.08
10,Teignmouth,Devon,England,UK,Over10m,Other Pelagic,Pelagic,104.41,104.41,28.64
10,Teignmouth,Devon,England,UK,Over10m,Sardines,Pelagic,0.40,0.40,0.14
10,Tenby,West Wales and the Valleys,Wales,UK,10m&Under,Bass,Demersal,0.36,0.36,2.79
10,Tenby,West Wales and the Valleys,Wales,UK,10m&Under,Crabs,Shellfish,3.87,3.87,9.85
10,Tenby,West Wales and the Valleys,Wales,UK,10m&Under,Lobsters,Shellfish,0.55,0.55,7.27
10,Tenby,West Wales and the Valleys,Wales,UK,10m&Under,Mullet,Demersal,0.03,0.03,0.06
10,Tenby,West Wales and the Valleys,Wales,UK,10m&Under,Whelks,Shellfish,4.39,4.39,5.43
10,Thyboron,Foreign,Denmark,UK,Over10m,Brill,Demersal,0.43,0.39,1.42
10,Thyboron,Foreign,Denmark,UK,Over10m,Cod,Demersal,0.10,0.09,0.24
10,Thyboron,Foreign,Denmark,UK,Over10m,Crabs,Shellfish,0.30,0.07,0.27
10,Thyboron,Foreign,Denmark,UK,Over10m,Gurnard,Demersal,0.56,0.56,0.50
10,Thyboron,Foreign,Denmark,UK,Over10m,Haddock,Demersal,0.00,0.00,0.00
10,Thyboron,Foreign,Denmark,UK,Over10m,Hake,Demersal,0.03,0.02,0.07
10,Thyboron,Foreign,Denmark,UK,Over10m,Lemon Sole,Demersal,0.54,0.52,1.47
10,Thyboron,Foreign,Denmark,UK,Over10m,Ling,Demersal,0.01,0.01,0.02
10,Thyboron,Foreign,Denmark,UK,Over10m,Monks or Anglers,Demersal,0.32,0.26,0.95
10,Thyboron,Foreign,Denmark,UK,Over10m,Nephrops,Shellfish,0.04,0.04,0.05
10,Thyboron,Foreign,Denmark,UK,Over10m,Other Demersal,Demersal,2.89,2.61,2.79
10,Thyboron,Foreign,Denmark,UK,Over10m,Plaice,Demersal,10.90,10.39,23.80
10,Thyboron,Foreign,Denmark,UK,Over10m,Skates and Rays,Demersal,0.10,0.09,0.07
10,Thyboron,Foreign,Denmark,UK,Over10m,Sole,Demersal,0.02,0.02,0.44
10,Thyboron,Foreign,Denmark,UK,Over10m,Squid,Shellfish,0.27,0.27,1.16
10,Thyboron,Foreign,Denmark,UK,Over10m,Turbot,Demersal,0.65,0.60,5.26
10,Thyboron,Foreign,Denmark,UK,Over10m,Whiting,Demersal,0.00,0.00,0.00
10,Thyboron,Foreign,Denmark,UK,Over10m,Witch,Demersal,0.16,0.15,0.28
10,Tingwall,Highlands and Islands,Scotland,UK,10m&Under,Crabs,Shellfish,16.09,16.09,0.00
10,Tingwall,Highlands and Islands,Scotland,UK,10m&Under,Lobsters,Shellfish,0.40,0.40,0.00
10,Tingwall,Highlands and Islands,Scotland,UK,10m&Under,Other Demersal,Demersal,0.23,0.23,22.64
10,Tingwall,Highlands and Islands,Scotland,UK,Over10m,Crabs,Shellfish,4.33,4.33,1.28
10,Tingwall,Highlands and Islands,Scotland,UK,Over10m,Lobsters,Shellfish,0.18,0.18,0.00
10,Tingwall,Highlands and Islands,Scotland,UK,Over10m,Other Demersal,Demersal,0.21,0.21,21.09
10,Tiree,Highlands and Islands,Scotland,UK,10m&Under,Crabs,Shellfish,14.79,14.79,9.16
10,Tiree,Highlands and Islands,Scotland,UK,10m&Under,Lobsters,Shellfish,1.21,1.21,2.53
10,Tobermory (Isle Of Mull),Highlands and Islands,Scotland,UK,10m&Under,Crabs,Shellfish,13.53,13.53,0.00
10,Tobermory (Isle Of Mull),Highlands and Islands,Scotland,UK,10m&Under,Lobsters,Shellfish,0.22,0.22,0.00
10,Tobermory (Isle Of Mull),Highlands and Islands,Scotland,UK,10m&Under,Nephrops,Shellfish,0.05,0.05,0.00
10,Tobermory (Isle Of Mull),Highlands and Islands,Scotland,UK,10m&Under,Other Demersal,Demersal,1.08,1.08,45.39
10,Tobermory (Isle Of Mull),Highlands and Islands,Scotland,UK,Over10m,Nephrops,Shellfish,0.47,0.47,0.00
10,Tobermory (Isle Of Mull),Highlands and Islands,Scotland,UK,Over10m,Scallops,Shellfish,16.28,16.28,11.06
10,Torquay,Devon,England,UK,10m&Under,Bass,Demersal,0.01,0.01,0.07
10,Torquay,Devon,England,UK,10m&Under,Bream,Demersal,0.05,0.05,0.22
10,Torquay,Devon,England,UK,10m&Under,Herring,Pelagic,0.00,0.00,0.00
10,Torquay,Devon,England,UK,10m&Under,Mackerel,Pelagic,1.33,1.33,1.58
10,Torquay,Devon,England,UK,10m&Under,Mullet,Demersal,0.03,0.03,0.05
10,Torquay,Devon,England,UK,10m&Under,Other Demersal,Demersal,0.01,0.01,0.00
10,Torquay,Devon,England,UK,10m&Under,Other Pelagic,Pelagic,0.00,0.00,0.00
10,Torquay,Devon,England,UK,10m&Under,Sardines,Pelagic,0.00,0.00,0.00
10,Torquay,Devon,England,UK,10m&Under,Whiting,Demersal,0.02,0.02,0.01
10,Torquay,Devon,England,UK,Over10m,Bass,Demersal,0.10,0.10,1.18
10,Torquay,Devon,England,UK,Over10m,Brill,Demersal,0.50,0.46,3.67
10,Torquay,Devon,England,UK,Over10m,Cuttlefish,Shellfish,1.22,1.22,2.48
10,Torquay,Devon,England,UK,Over10m,Dogfish,Demersal,1.47,1.47,0.30
10,Torquay,Devon,England,UK,Over10m,Gurnard,Demersal,0.14,0.14,0.19
10,Torquay,Devon,England,UK,Over10m,Lemon Sole,Demersal,0.06,0.06,0.30
10,Torquay,Devon,England,UK,Over10m,Megrim,Demersal,0.00,0.00,0.00
10,Torquay,Devon,England,UK,Over10m,Monks or Anglers,Demersal,0.43,0.14,1.22
10,Torquay,Devon,England,UK,Over10m,Mullet,Demersal,0.00,0.00,0.02
10,Torquay,Devon,England,UK,Over10m,Other Demersal,Demersal,0.23,0.21,0.48
10,Torquay,Devon,England,UK,Over10m,Other Shellfish,Shellfish,0.02,0.02,0.03
10,Torquay,Devon,England,UK,Over10m,Plaice,Demersal,5.26,5.01,8.72
10,Torquay,Devon,England,UK,Over10m,Pollack (Lythe),Demersal,0.00,0.00,0.01
10,Torquay,Devon,England,UK,Over10m,Scallops,Shellfish,0.95,0.95,2.37
10,Torquay,Devon,England,UK,Over10m,Skates and Rays,Demersal,0.12,0.06,0.15
10,Torquay,Devon,England,UK,Over10m,Sole,Demersal,5.50,5.29,60.75
10,Torquay,Devon,England,UK,Over10m,Squid,Shellfish,0.01,0.01,0.08
10,Torquay,Devon,England,UK,Over10m,Turbot,Demersal,0.58,0.54,7.64
10,Torquay,Devon,England,UK,Over10m,Whiting,Demersal,0.06,0.05,0.04
10,Torquay,Devon,England,UK,Over10m,Witch,Demersal,0.00,0.00,0.00
10,Torridon,Highlands and Islands,Scotland,UK,10m&Under,Scallops,Shellfish,0.58,0.58,0.00
10,Tromso,Foreign,Norway,UK,Over10m,Cod,Demersal,1288.40,460.77,0.00
10,Tromso,Foreign,Norway,UK,Over10m,Haddock,Demersal,5.45,1.78,0.00
10,Tromso,Foreign,Norway,UK,Over10m,Other Demersal,Demersal,265.69,135.40,0.00
10,Troon,South Western Scotland,Scotland,UK,10m&Under,Other Shellfish,Shellfish,10.48,10.48,85.74
10,Troon,South Western Scotland,Scotland,UK,Over10m,Crabs,Shellfish,15.15,15.15,26.87
10,Troon,South Western Scotland,Scotland,UK,Over10m,Nephrops,Shellfish,6.93,2.99,14.02
10,Troon and Saltcoats,South Western Scotland,Scotland,UK,10m&Under,Crabs,Shellfish,5.33,5.33,0.00
10,Troon and Saltcoats,South Western Scotland,Scotland,UK,10m&Under,Lobsters,Shellfish,0.27,0.27,0.00
