Month Landed,Port of Landing,Port NUTS 2 area,Port Nationality,Vessel Nationality,Length Group,Species,Species Group,Sum of Live weight (tonnes),Sum of Landed weight (tonnes),Sum of Value(£),
12,Exmouth,Devon,England,UK,10m&Under,Sole,Demersal,0.352,0.3399,3.88053,
12,Exmouth,Devon,England,UK,10m&Under,Turbot,Demersal,0.0096,0.0091,0.12344,
12,Exmouth,Devon,England,UK,10m&Under,Whelks,Shellfish,0.9761,0.9761,1.2964,
12,Exmouth,Devon,England,UK,10m&Under,Whiting,Demersal,0.1155,0.0989,0.09726,
12,Exmouth,Devon,England,UK,Over10m,Bass,Demersal,0.0105,0.0105,0.11313,
12,Exmouth,Devon,England,UK,Over10m,Bream,Demersal,0.0017,0.0017,0.00264,
12,Exmouth,Devon,England,UK,Over10m,Brill,Demersal,0.0141,0.013,0.10641,
12,Exmouth,Devon,England,UK,Over10m,Cod,Demersal,0.0828,0.0711,0.35177,
12,Exmouth,Devon,England,UK,Over10m,Gurnard,Demersal,0.0195,0.0195,0.00679,
12,Exmouth,Devon,England,UK,Over10m,Lemon Sole,Demersal,0.0513,0.0492,0.28043,
12,Exmouth,Devon,England,UK,Over10m,Lobsters,Shellfish,0.0009,0.0009,0.02515,
12,Exmouth,Devon,England,UK,Over10m,Mackerel,Pelagic,0.0009,0.0009,0.00251,
12,Exmouth,Devon,England,UK,Over10m,Monks or Anglers,Demersal,0.0216,0.0072,0.0684,
12,Exmouth,Devon,England,UK,Over10m,Mullet,Demersal,0.0034,0.0031,0.00826,
12,Exmouth,Devon,England,UK,Over10m,Other Demersal,Demersal,0.4854,0.4441,0.27907,
12,Exmouth,Devon,England,UK,Over10m,Plaice,Demersal,0.2325,0.2218,0.6738,
12,Exmouth,Devon,England,UK,Over10m,Scallops,Shellfish,1.527,1.527,3.5274,
12,Exmouth,Devon,England,UK,Over10m,Skates and Rays,Demersal,0.854,0.4725,0.71194,
12,Exmouth,Devon,England,UK,Over10m,Sole,Demersal,0.4135,0.3982,4.76102,
12,Exmouth,Devon,England,UK,Over10m,Squid,Shellfish,0.185,0.185,1.27271,
12,Exmouth,Devon,England,UK,Over10m,Turbot,Demersal,0.0036,0.0034,0.04177,
12,Exmouth,Devon,England,UK,Over10m,Whiting,Demersal,2.3073,1.9556,1.81611,
12,Eyemouth,Eastern Scotland,Scotland,UK,10m&Under,Cod,Demersal,0.0267,0.0267,0.05767,
12,Eyemouth,Eastern Scotland,Scotland,UK,10m&Under,Crabs,Shellfish,2.22,2.22,4.91696,
12,Eyemouth,Eastern Scotland,Scotland,UK,10m&Under,Lobsters,Shellfish,0.423,0.423,7.85089,
12,Eyemouth,Eastern Scotland,Scotland,UK,10m&Under,Nephrops,Shellfish,1.1404,0.8475,3.48516,
12,Eyemouth,Eastern Scotland,Scotland,UK,10m&Under,Other Demersal,Demersal,0.025,0.025,0.028,
12,Eyemouth,Eastern Scotland,Scotland,UK,Over10m,Bass,Demersal,0.002,0.002,0,
12,Eyemouth,Eastern Scotland,Scotland,UK,Over10m,Brill,Demersal,0.0018,0.0016,0.0032,
12,Eyemouth,Eastern Scotland,Scotland,UK,Over10m,Cod,Demersal,0.4664,0.3987,0.53763,
12,Eyemouth,Eastern Scotland,Scotland,UK,Over10m,Crabs,Shellfish,4.452,4.452,6.95296,
12,Eyemouth,Eastern Scotland,Scotland,UK,Over10m,Haddock,Demersal,1.0867,0.929,0.87982,
12,Eyemouth,Eastern Scotland,Scotland,UK,Over10m,Halibut,Demersal,0.0318,0.0295,0.21962,
12,Eyemouth,Eastern Scotland,Scotland,UK,Over10m,Lemon Sole,Demersal,0.0032,0.0032,0.00423,
12,Eyemouth,Eastern Scotland,Scotland,UK,Over10m,Ling,Demersal,0.0015,0.0013,0.00116,
12,Eyemouth,Eastern Scotland,Scotland,UK,Over10m,Lobsters,Shellfish,1.1348,1.1348,19.76821,
12,Eyemouth,Eastern Scotland,Scotland,UK,Over10m,Monks or Anglers,Demersal,0.2162,0.1772,0.30918,
12,Eyemouth,Eastern Scotland,Scotland,UK,Over10m,Mullet,Demersal,0.0007,0.0007,0.00169,
12,Eyemouth,Eastern Scotland,Scotland,UK,Over10m,Nephrops,Shellfish,49.4653,28.964,116.33337,
12,Eyemouth,Eastern Scotland,Scotland,UK,Over10m,Other Demersal,Demersal,0.0005,0.0005,0.00224,
12,Eyemouth,Eastern Scotland,Scotland,UK,Over10m,Plaice,Demersal,0.001,0.001,0.00186,
12,Eyemouth,Eastern Scotland,Scotland,UK,Over10m,Sole,Demersal,0.0014,0.0014,0.0028,
12,Eyemouth,Eastern Scotland,Scotland,UK,Over10m,Squid,Shellfish,0.191,0.191,0.31995,
12,Eyemouth,Eastern Scotland,Scotland,UK,Over10m,Turbot,Demersal,0.0048,0.0041,0.01433,
12,Eyemouth,Eastern Scotland,Scotland,UK,Over10m,Whiting,Demersal,0.0853,0.0847,0.06112,
12,Eyemouth,Eastern Scotland,Scotland,UK,Over10m,Witch,Demersal,0.0044,0.004,0.00359,
12,Fanad,Foreign,Ireland,UK,10m&Under,Crabs,Shellfish,3.4014,3.4014,1.59871,
12,Fecamp,Foreign,France,UK,Over10m,Bass,Demersal,0.2109,0.2109,0.58447,
12,Fecamp,Foreign,France,UK,Over10m,Bream,Demersal,2.071,2.071,1.68082,
12,Fecamp,Foreign,France,UK,Over10m,Brill,Demersal,0.0022,0.002,0.00498,
12,Fecamp,Foreign,France,UK,Over10m,Cuttlefish,Shellfish,0.557,0.557,0.48495,
12,Fecamp,Foreign,France,UK,Over10m,Gurnard,Demersal,2.591,2.591,1.34457,
12,Fecamp,Foreign,France,UK,Over10m,Herring,Pelagic,0.82,0.82,0.3526,
12,Fecamp,Foreign,France,UK,Over10m,Horse Mackerel,Pelagic,0.121,0.121,0.07744,
12,Fecamp,Foreign,France,UK,Over10m,Lemon Sole,Demersal,0.0323,0.031,0.06054,
12,Fecamp,Foreign,France,UK,Over10m,Mackerel,Pelagic,0.796,0.796,0.8466,
12,Fecamp,Foreign,France,UK,Over10m,Monks or Anglers,Demersal,0.0048,0.004,0.01252,
12,Fecamp,Foreign,France,UK,Over10m,Mullet,Demersal,5.3699,5.3699,2.53557,
12,Fecamp,Foreign,France,UK,Over10m,Other Demersal,Demersal,4.7948,4.793,12.43538,
12,Fecamp,Foreign,France,UK,Over10m,Plaice,Demersal,0.2541,0.242,0.26706,
12,Fecamp,Foreign,France,UK,Over10m,Skates and Rays,Demersal,1.4568,1.4568,1.71195,
12,Fecamp,Foreign,France,UK,Over10m,Sole,Demersal,0.0031,0.003,0.00459,
12,Fecamp,Foreign,France,UK,Over10m,Squid,Shellfish,2.3971,2.3971,3.56583,
12,Fecamp,Foreign,France,UK,Over10m,Turbot,Demersal,0.0164,0.015,0.06495,
12,Fecamp,Foreign,France,UK,Over10m,Whiting,Demersal,1.1934,1.149,1.10499,
12,Felixstowe,East Anglia,England,UK,10m&Under,Bass,Demersal,0.0222,0.0222,0.2224,
12,Felixstowe,East Anglia,England,UK,10m&Under,Cod,Demersal,0.0218,0.0187,0.0937,
12,Felixstowe,East Anglia,England,UK,10m&Under,Crabs,Shellfish,0.0011,0.0011,0.004,
12,Felixstowe,East Anglia,England,UK,10m&Under,Gurnard,Demersal,0.0004,0.0004,0.002,
12,Felixstowe,East Anglia,England,UK,10m&Under,Herring,Pelagic,1.599,1.599,1.35985,
12,Felixstowe,East Anglia,England,UK,10m&Under,Other Demersal,Demersal,0.0143,0.0143,0.03488,
12,Felixstowe,East Anglia,England,UK,10m&Under,Skates and Rays,Demersal,0.6983,0.6181,1.22315,
12,Felixstowe,East Anglia,England,UK,10m&Under,Sole,Demersal,0.0537,0.0516,0.38654,
12,Findochty,North Eastern Scotland,Scotland,UK,10m&Under,Crabs,Shellfish,0.564,0.564,2.05395,
12,Findochty,North Eastern Scotland,Scotland,UK,10m&Under,Lobsters,Shellfish,0.2051,0.2051,4.94513,
12,Fionnphort,Highlands and Islands,Scotland,UK,10m&Under,Crabs,Shellfish,3.6949,3.6949,11.11739,
12,Fionnphort,Highlands and Islands,Scotland,UK,10m&Under,Lobsters,Shellfish,0.5562,0.5562,10.19679,
12,Fionnphort,Highlands and Islands,Scotland,UK,10m&Under,Pollack (Lythe),Demersal,0.0181,0.0154,0.066,
12,Fionnphort,Highlands and Islands,Scotland,UK,Over10m,Crabs,Shellfish,15.3613,15.3613,38.97628,
12,Fionnphort,Highlands and Islands,Scotland,UK,Over10m,Lobsters,Shellfish,0.1565,0.1565,3.31515,
12,Fishguard,West Wales and the Valleys,Wales,UK,10m&Under,Crabs,Shellfish,1.1038,1.1038,3.31071,
12,Fishguard,West Wales and the Valleys,Wales,UK,10m&Under,Lobsters,Shellfish,0.2866,0.2866,6.4482,
12,Fishguard,West Wales and the Valleys,Wales,UK,10m&Under,Other Shellfish,Shellfish,0.1585,0.1585,4.314,
12,Fishguard,West Wales and the Valleys,Wales,UK,Over10m,Crabs,Shellfish,0.195,0.195,0.38664,
12,Fishguard,West Wales and the Valleys,Wales,UK,Over10m,Scallops,Shellfish,12.924,12.924,25.9074,
12,Fishguard,West Wales and the Valleys,Wales,UK,Over10m,Whelks,Shellfish,14.468,14.468,17.3616,
12,Flamborough,East Riding and North Lincolnshire,England,UK,10m&Under,Crabs,Shellfish,0.216,0.216,0.3754,
12,Flamborough,East Riding and North Lincolnshire,England,UK,10m&Under,Lobsters,Shellfish,0.0895,0.0895,1.7635,
12,Fleetwood,Lancashire,England,UK,10m&Under,Bass,Demersal,0.2198,0.2198,2.05978,
12,Fleetwood,Lancashire,England,UK,10m&Under,Cod,Demersal,0.0116,0.01,0.03,
12,Fleetwood,Lancashire,England,UK,10m&Under,Skates and Rays,Demersal,0.0033,0.003,0.0036,
12,Fleetwood,Lancashire,England,UK,10m&Under,Turbot,Demersal,0.0016,0.0015,0.018,
12,Fleetwood,Lancashire,England,UK,10m&Under,Whelks,Shellfish,2.3907,2.3907,3.10791,
12,Fleetwood,Lancashire,England,UK,Over10m,Crabs,Shellfish,1.4,1.4,2.11552,
12,Fleetwood,Lancashire,England,UK,Over10m,Lobsters,Shellfish,0.0064,0.0064,0.09626,
12,Fleetwood,Lancashire,England,UK,Over10m,Whelks,Shellfish,57.3775,57.3775,64.06676,
12,Flushing,Cornwall and Isles of Scilly,England,UK,10m&Under,Scallops,Shellfish,0.057,0.057,0.33,
12,Folkestone,Kent,England,UK,10m&Under,Bass,Demersal,0.3801,0.3801,2.5827,
12,Folkestone,Kent,England,UK,10m&Under,Cod,Demersal,0.0695,0.0595,0.1786,
12,Folkestone,Kent,England,UK,10m&Under,Crabs,Shellfish,0.044,0.011,0.049,
12,Folkestone,Kent,England,UK,10m&Under,Gurnard,Demersal,0.102,0.102,0.05202,
12,Folkestone,Kent,England,UK,10m&Under,Herring,Pelagic,0.006,0.006,0.018,
12,Folkestone,Kent,England,UK,10m&Under,Lobsters,Shellfish,0.0046,0.0046,0.0636,
12,Folkestone,Kent,England,UK,10m&Under,Mackerel,Pelagic,0.0024,0.0024,0.0036,
12,Folkestone,Kent,England,UK,10m&Under,Plaice,Demersal,0.0388,0.037,0.043,
12,Folkestone,Kent,England,UK,10m&Under,Pollack (Lythe),Demersal,0.0008,0.0007,0.002,
12,Folkestone,Kent,England,UK,10m&Under,Scallops,Shellfish,3.357,3.357,6.698,
12,Folkestone,Kent,England,UK,10m&Under,Skates and Rays,Demersal,0.2042,0.181,0.21017,
12,Folkestone,Kent,England,UK,10m&Under,Sole,Demersal,0.2432,0.234,1.4051,
12,Folkestone,Kent,England,UK,10m&Under,Turbot,Demersal,0.0098,0.009,0.0675,
12,Folkestone,Kent,England,UK,10m&Under,Whiting,Demersal,0.0318,0.027,0.036,
12,Folkestone,Kent,England,UK,Over10m,Bass,Demersal,0.716,0.716,4.28761,
12,Folkestone,Kent,England,UK,Over10m,Cod,Demersal,0.0257,0.022,0.06263,
12,Folkestone,Kent,England,UK,Over10m,Crabs,Shellfish,0.024,0.024,0.04488,
12,Folkestone,Kent,England,UK,Over10m,Dogfish,Demersal,0.24,0.24,0.0216,
12,Folkestone,Kent,England,UK,Over10m,Lobsters,Shellfish,0.0035,0.0035,0.05943,
12,Folkestone,Kent,England,UK,Over10m,Other Demersal,Demersal,0.0479,0.035,0.035,
12,Folkestone,Kent,England,UK,Over10m,Skates and Rays,Demersal,0.0361,0.032,0.0352,
12,Folkestone,Kent,England,UK,Over10m,Whiting,Demersal,0.0165,0.014,0.0204,
12,Fort William,Highlands and Islands,Scotland,UK,10m&Under,Nephrops,Shellfish,0.6445,0.6445,9.79199,
12,Fort William,Highlands and Islands,Scotland,UK,Over10m,Nephrops,Shellfish,0.349,0.349,4.7,
12,Fowey,Cornwall and Isles of Scilly,England,UK,10m&Under,Crabs,Shellfish,0.1932,0.1932,0.4813,
12,Fowey,Cornwall and Isles of Scilly,England,UK,10m&Under,Lobsters,Shellfish,0.048,0.048,0.9875,
12,Fowey,Cornwall and Isles of Scilly,England,UK,10m&Under,Squid,Shellfish,0.0175,0.0175,0.156,
12,Fraserburgh,North Eastern Scotland,Scotland,UK,10m&Under,Crabs,Shellfish,29.6376,29.6376,74.71519,
12,Fraserburgh,North Eastern Scotland,Scotland,UK,10m&Under,Lobsters,Shellfish,1.4118,1.4118,30.25487,
12,Fraserburgh,North Eastern Scotland,Scotland,UK,10m&Under,Other Shellfish,Shellfish,0.0014,0.0014,0,
12,Fraserburgh,North Eastern Scotland,Scotland,UK,Over10m,Brill,Demersal,0.1705,0.1564,0.57716,
12,Fraserburgh,North Eastern Scotland,Scotland,UK,Over10m,Cod,Demersal,23.9607,20.5089,61.13985,
12,Fraserburgh,North Eastern Scotland,Scotland,UK,Over10m,Crabs,Shellfish,2.891,2.891,5.86876,
12,Fraserburgh,North Eastern Scotland,Scotland,UK,Over10m,Cuttlefish,Shellfish,0.005,0.005,0.01,
12,Fraserburgh,North Eastern Scotland,Scotland,UK,Over10m,Dogfish,Demersal,3.7931,3.7931,0.90792,
12,Fraserburgh,North Eastern Scotland,Scotland,UK,Over10m,Gurnard,Demersal,2.3675,2.3601,1.23673,
12,Fraserburgh,North Eastern Scotland,Scotland,UK,Over10m,Haddock,Demersal,130.7243,115.8964,141.88483,
12,Fraserburgh,North Eastern Scotland,Scotland,UK,Over10m,Hake,Demersal,2.43,2.1824,2.97384,
12,Fraserburgh,North Eastern Scotland,Scotland,UK,Over10m,Halibut,Demersal,1.4218,1.3151,13.01345,
12,Fraserburgh,North Eastern Scotland,Scotland,UK,Over10m,Lemon Sole,Demersal,1.5354,1.462,3.84579,
12,Fraserburgh,North Eastern Scotland,Scotland,UK,Over10m,Ling,Demersal,6.0085,5.2707,5.63532,
12,Fraserburgh,North Eastern Scotland,Scotland,UK,Over10m,Megrim,Demersal,2.3416,2.2097,6.92558,
12,Fraserburgh,North Eastern Scotland,Scotland,UK,Over10m,Monks or Anglers,Demersal,138.3946,113.4394,371.06223,
12,Fraserburgh,North Eastern Scotland,Scotland,UK,Over10m,Mullet,Demersal,0.005,0.005,0,
12,Fraserburgh,North Eastern Scotland,Scotland,UK,Over10m,Nephrops,Shellfish,241.1136,178.38,648.78531,
12,Fraserburgh,North Eastern Scotland,Scotland,UK,Over10m,Other Demersal,Demersal,0.7296,0.6885,0.76489,
12,Fraserburgh,North Eastern Scotland,Scotland,UK,Over10m,Other Shellfish,Shellfish,0.6858,0.6858,0.81676,
12,Fraserburgh,North Eastern Scotland,Scotland,UK,Over10m,Plaice,Demersal,8.082,7.7071,4.90744,
12,Fraserburgh,North Eastern Scotland,Scotland,UK,Over10m,Pollack (Lythe),Demersal,0.0117,0.01,0.02799,
12,Fraserburgh,North Eastern Scotland,Scotland,UK,Over10m,Saithe,Demersal,18.3342,15.4056,17.32651,
12,Fraserburgh,North Eastern Scotland,Scotland,UK,Over10m,Scallops,Shellfish,17.7919,17.7919,33.97795,
12,Fraserburgh,North Eastern Scotland,Scotland,UK,Over10m,Skates and Rays,Demersal,3.5545,3.4115,2.04206,
12,Fraserburgh,North Eastern Scotland,Scotland,UK,Over10m,Squid,Shellfish,31.8629,31.8629,76.998,
12,Fraserburgh,North Eastern Scotland,Scotland,UK,Over10m,Turbot,Demersal,0.1989,0.1823,1.52778,
12,Fraserburgh,North Eastern Scotland,Scotland,UK,Over10m,Whiting,Demersal,131.2927,124.5035,117.08807,
12,Fraserburgh,North Eastern Scotland,Scotland,UK,Over10m,Witch,Demersal,20.0674,18.9319,17.62566,
12,Furnace,Highlands and Islands,Scotland,UK,10m&Under,Crabs,Shellfish,0.02,0.02,0.0552,
12,Furnace,Highlands and Islands,Scotland,UK,10m&Under,Nephrops,Shellfish,0.1425,0.1425,2.43177,
12,Furnace,Highlands and Islands,Scotland,UK,10m&Under,Whelks,Shellfish,0.05,0.05,0.05,
12,Gairloch,Highlands and Islands,Scotland,UK,10m&Under,Crabs,Shellfish,1.8318,1.8318,7.0157,
12,Gairloch,Highlands and Islands,Scotland,UK,10m&Under,Lobsters,Shellfish,0.021,0.021,0.025,
12,Gairloch,Highlands and Islands,Scotland,UK,10m&Under,Nephrops,Shellfish,3.678,3.678,48.09036,
12,Gairloch,Highlands and Islands,Scotland,UK,Over10m,Monks or Anglers,Demersal,0.0122,0.01,0.0037,
12,Gairloch,Highlands and Islands,Scotland,UK,Over10m,Nephrops,Shellfish,18.173,12.681,43.26213,
12,Gairloch,Highlands and Islands,Scotland,UK,Over10m,Squid,Shellfish,0.014,0.014,0,
12,Gardenstown,North Eastern Scotland,Scotland,UK,10m&Under,Crabs,Shellfish,0.025,0.025,0.089,
12,Gardenstown,North Eastern Scotland,Scotland,UK,10m&Under,Lobsters,Shellfish,0.076,0.076,1.49753,
12,Gardenstown,North Eastern Scotland,Scotland,UK,10m&Under,Pollack (Lythe),Demersal,0.0199,0.017,0.0374,
12,Garlieston,South Western Scotland,Scotland,UK,10m&Under,Lobsters,Shellfish,0.1904,0.1904,3.31746,
12,Garlieston,South Western Scotland,Scotland,UK,10m&Under,Whelks,Shellfish,0.772,0.772,1.0036,
12,Garlieston,South Western Scotland,Scotland,UK,Over10m,Whelks,Shellfish,0.811,0.811,0.90021,
12,Gigha,Highlands and Islands,Scotland,UK,10m&Under,Crabs,Shellfish,0.496,0.496,1.40858,
12,Gigha,Highlands and Islands,Scotland,UK,10m&Under,Lobsters,Shellfish,0.013,0.013,0.2935,
12,Girvan,South Western Scotland,Scotland,UK,10m&Under,Other Shellfish,Shellfish,2.1,2.1,18.41352,
12,Girvan,South Western Scotland,Scotland,UK,Over10m,Nephrops,Shellfish,0.824,0.428,1.55867,
12,Girvan,South Western Scotland,Scotland,UK,Over10m,Other Shellfish,Shellfish,1.575,1.575,10.97775,
12,Glenuig,Highlands and Islands,Scotland,UK,10m&Under,Crabs,Shellfish,2.036,2.036,7.2707,
12,Glenuig,Highlands and Islands,Scotland,UK,10m&Under,Lobsters,Shellfish,0.123,0.123,2.654,
12,Glenuig,Highlands and Islands,Scotland,UK,10m&Under,Nephrops,Shellfish,0.7154,0.7154,11.77271,
12,Glenuig,Highlands and Islands,Scotland,UK,10m&Under,Shrimps and Prawns,Shellfish,0.0126,0.0126,0.27836,
12,Gourdon,North Eastern Scotland,Scotland,UK,10m&Under,Cod,Demersal,0.0073,0.0073,0.01577,
12,Gourdon,North Eastern Scotland,Scotland,UK,10m&Under,Crabs,Shellfish,2.85,2.85,6.22265,
12,Gourdon,North Eastern Scotland,Scotland,UK,10m&Under,Lobsters,Shellfish,0.2193,0.2193,4.50948,
12,Gourdon,North Eastern Scotland,Scotland,UK,10m&Under,Whelks,Shellfish,0.0551,0.0551,0.06116,
12,Gourdon,North Eastern Scotland,Scotland,UK,Over10m,Nephrops,Shellfish,0.469,0.271,1.02201,
12,Granville,Foreign,France,UK,Over10m,Brill,Demersal,0.022,0.022,0.0198,
12,Granville,Foreign,France,UK,Over10m,Other Demersal,Demersal,0.4038,0.389,0.26295,
12,Granville,Foreign,France,UK,Over10m,Skates and Rays,Demersal,1.141,1.141,1.33497,
12,Great Yarmouth,East Anglia,England,UK,10m&Under,Bass,Demersal,0.017,0.017,0.17,
12,Great Yarmouth,East Anglia,England,UK,10m&Under,Crabs,Shellfish,0.029,0.029,0.058,
12,Great Yarmouth,East Anglia,England,UK,10m&Under,Herring,Pelagic,0.367,0.367,0.5919,
12,Great Yarmouth,East Anglia,England,UK,10m&Under,Lobsters,Shellfish,0.0045,0.0045,0.081,
12,Great Yarmouth,East Anglia,England,UK,10m&Under,Other Pelagic,Pelagic,0.027,0.027,0.054,
12,Great Yarmouth,East Anglia,England,UK,10m&Under,Whiting,Demersal,0.007,0.006,0.003,
12,Greenock,South Western Scotland,Scotland,UK,10m&Under,Crabs,Shellfish,1.057,1.057,3.5781,
12,Greenock,South Western Scotland,Scotland,UK,10m&Under,Lobsters,Shellfish,0.0015,0.0015,0.026,
12,Greenock,South Western Scotland,Scotland,UK,10m&Under,Nephrops,Shellfish,1.4491,1.1972,11.90347,
12,Greenock,South Western Scotland,Scotland,UK,10m&Under,Shrimps and Prawns,Shellfish,0.0221,0.0221,0.616,
12,Greenock,South Western Scotland,Scotland,UK,10m&Under,Whelks,Shellfish,0.555,0.555,0.5296,
12,Greenock,South Western Scotland,Scotland,UK,Over10m,Nephrops,Shellfish,0.9455,0.6671,2.79884,
12,Grimsby,East Riding and North Lincolnshire,England,UK,10m&Under,Crabs,Shellfish,23.045,23.045,30.27257,
12,Grimsby,East Riding and North Lincolnshire,England,UK,10m&Under,Lobsters,Shellfish,1.232,1.232,17.6883,
12,Grimsby,East Riding and North Lincolnshire,England,UK,10m&Under,Whelks,Shellfish,6.8836,6.8836,7.41448,
12,Grimsby,East Riding and North Lincolnshire,England,UK,Over10m,Crabs,Shellfish,199.1943,199.1943,454.6789,
12,Grimsby,East Riding and North Lincolnshire,England,UK,Over10m,Lobsters,Shellfish,8.9289,8.9289,164.55062,
12,Grimsby,East Riding and North Lincolnshire,England,UK,Over10m,Scallops,Shellfish,9.396,9.396,18.78939,
12,Grimsby,East Riding and North Lincolnshire,England,UK,Over10m,Whelks,Shellfish,85.0738,85.0738,95.98164,
12,Gruinard - Aultbea,Highlands and Islands,Scotland,UK,Over10m,Crabs,Shellfish,1.72,1.72,2.6144,
12,Gruinard - Aultbea,Highlands and Islands,Scotland,UK,Over10m,Lobsters,Shellfish,0.019,0.019,0.33098,
12,Gruinard - Aultbea,Highlands and Islands,Scotland,UK,Over10m,Nephrops,Shellfish,1.245,1.245,4.17672,
12,Gruinard - Aultbea,Highlands and Islands,Scotland,UK,Over10m,Scallops,Shellfish,1.241,1.241,1.82427,
12,Guernsey,UK islands,Channel Islands,UK,Over10m,Cuttlefish,Shellfish,0.0217,0.0217,0.01845,
12,Guernsey,UK islands,Channel Islands,UK,Over10m,Dogfish,Demersal,0.0712,0.0712,0.02064,
12,Guernsey,UK islands,Channel Islands,UK,Over10m,Other Demersal,Demersal,0.0364,0.0364,0.02621,
12,Guernsey,UK islands,Channel Islands,UK,Over10m,Scallops,Shellfish,1.406,1.406,2.2496,
12,Guernsey,UK islands,Channel Islands,UK,Over10m,Skates and Rays,Demersal,2.2323,2.2323,2.59092,
12,Hamble,Hampshire and Isle of Wight,England,UK,10m&Under,Bass,Demersal,0.01,0.01,0.08,
12,Hamble,Hampshire and Isle of Wight,England,UK,10m&Under,Plaice,Demersal,0.001,0.001,0.002,
12,Hamble,Hampshire and Isle of Wight,England,UK,10m&Under,Scallops,Shellfish,2.6,2.6,5.22181,
12,Hamble,Hampshire and Isle of Wight,England,UK,10m&Under,Sole,Demersal,0.002,0.002,0.016,
12,Harlingen,Foreign,Netherlands,UK,Over10m,Brill,Demersal,5.897,5.4105,10.47057,
12,Harlingen,Foreign,Netherlands,UK,Over10m,Cod,Demersal,1.4959,1.2788,1.89834,
12,Harlingen,Foreign,Netherlands,UK,Over10m,Crabs,Shellfish,2.2381,0.624,0.91011,
12,Harlingen,Foreign,Netherlands,UK,Over10m,Cuttlefish,Shellfish,0.0027,0.0027,0.00267,
12,Harlingen,Foreign,Netherlands,UK,Over10m,Dogfish,Demersal,0.438,0.438,0.12702,
12,Harlingen,Foreign,Netherlands,UK,Over10m,Gurnard,Demersal,0.8821,0.8821,0.61599,
12,Harlingen,Foreign,Netherlands,UK,Over10m,Haddock,Demersal,0.0069,0.0059,0.00528,
12,Harlingen,Foreign,Netherlands,UK,Over10m,Hake,Demersal,0.0063,0.0057,0.01336,
12,Harlingen,Foreign,Netherlands,UK,Over10m,Lemon Sole,Demersal,0.528,0.503,0.9644,
12,Harlingen,Foreign,Netherlands,UK,Over10m,Ling,Demersal,0.0053,0.0045,0.00617,
12,Harlingen,Foreign,Netherlands,UK,Over10m,Lobsters,Shellfish,0.0045,0.0045,0.06324,
12,Harlingen,Foreign,Netherlands,UK,Over10m,Monks or Anglers,Demersal,0.4572,0.3745,1.47818,
12,Harlingen,Foreign,Netherlands,UK,Over10m,Mullet,Demersal,0.012,0.012,0.01109,
12,Harlingen,Foreign,Netherlands,UK,Over10m,Nephrops,Shellfish,0.0698,0.0698,0.10174,
12,Harlingen,Foreign,Netherlands,UK,Over10m,Other Demersal,Demersal,3.1535,2.8421,2.12488,
12,Harlingen,Foreign,Netherlands,UK,Over10m,Other Shellfish,Shellfish,0.0029,0.0029,0.00219,
12,Harlingen,Foreign,Netherlands,UK,Over10m,Plaice,Demersal,80.488,76.6554,71.83524,
12,Harlingen,Foreign,Netherlands,UK,Over10m,Skates and Rays,Demersal,4.9946,4.979,4.70044,
12,Harlingen,Foreign,Netherlands,UK,Over10m,Sole,Demersal,35.625,34.2586,131.01241,
12,Harlingen,Foreign,Netherlands,UK,Over10m,Squid,Shellfish,0.1838,0.1838,0.12555,
12,Harlingen,Foreign,Netherlands,UK,Over10m,Turbot,Demersal,19.3975,17.8032,31.98087,
12,Harlingen,Foreign,Netherlands,UK,Over10m,Whelks,Shellfish,0.0018,0.0018,0.00066,
12,Harlingen,Foreign,Netherlands,UK,Over10m,Whiting,Demersal,0.1852,0.1569,0.12729,
12,Harlingen,Foreign,Netherlands,UK,Over10m,Witch,Demersal,0.0018,0.0017,0.00371,
12,Hartlepool,Tees Valley and Durham,England,UK,10m&Under,Brill,Demersal,0.263,0.2435,0.61515,
12,Hartlepool,Tees Valley and Durham,England,UK,10m&Under,Cod,Demersal,1.6892,1.4459,1.24138,
12,Hartlepool,Tees Valley and Durham,England,UK,10m&Under,Crabs,Shellfish,0.9645,0.9645,1.75126,
